idmov,fecha,idpoliza,idcuenta,nombre,cargo,abono
1080,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
1081,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
1082,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
1083,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
1084,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
1085,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
1086,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
1087,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
1088,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
1089,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
1090,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
1091,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
1092,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
1093,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
1094,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
1095,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
1096,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
1097,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
1098,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
1099,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
1100,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
1101,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
1102,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
1103,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
1104,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
1105,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
1106,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
1107,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
1108,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
1109,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
1110,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
1111,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
1112,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
1113,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
1114,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
1115,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
1116,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
1117,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
1118,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
1119,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
1120,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
1121,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
1122,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
1123,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
1124,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
1125,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
1126,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
1127,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
1128,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
1129,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
1130,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
1131,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
1132,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
1133,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
1134,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
1135,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
1136,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
1137,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
1138,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
1139,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
1140,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
1141,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
1142,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
1143,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
1144,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
1145,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
1146,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
1147,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
1148,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
1149,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
1150,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
1151,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
1152,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
1153,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
1154,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
1155,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
1156,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
1157,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
1158,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
1159,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
1160,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
1161,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
1162,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
1163,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
1164,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
1165,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
1166,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
1167,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
1168,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
1169,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
1170,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
1171,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
1172,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
1173,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
1174,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
1175,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
1176,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
1177,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
1178,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
1179,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
1180,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
1181,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
1182,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
1183,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
1184,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
1185,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
1186,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
1187,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
1188,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
1189,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
1190,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
1191,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
1192,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
1193,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
1194,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
1195,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
1196,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
1197,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
1198,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
1199,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
1200,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
1201,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
1202,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
1203,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
1204,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
1205,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
1206,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
1207,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
1208,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
1209,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
1210,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
1211,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
1212,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
1213,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
1214,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
1215,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
1216,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
1217,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
1218,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
1219,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
1220,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
1221,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
1222,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
1223,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
1224,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
1225,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
1226,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
1227,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
1228,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
1229,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
1230,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
1231,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
1232,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
1233,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
1234,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
1235,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
1236,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
1237,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
1238,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
1239,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
1240,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
1241,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
1242,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
1243,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
1244,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
1245,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
1246,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
1247,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
1248,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
1249,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
1250,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
1251,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
1252,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
1253,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
1254,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
1255,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
1256,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
1257,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
1258,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
1259,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
1260,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
1261,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
1262,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
1263,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
1264,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
1265,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
1266,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
1267,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
1268,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
1269,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
1270,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
1271,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
1272,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
1273,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
1274,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
1275,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
1276,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
1277,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
1278,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
1279,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
1280,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
1281,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
1282,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
1283,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
1284,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
1285,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
1286,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
1287,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
1288,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
1289,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
1290,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
1291,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
1292,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
1293,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
1294,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
1295,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
1296,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
1297,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
1298,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
1299,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
1300,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
1301,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
1302,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
1303,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
1304,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
1305,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
1306,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
1307,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
1308,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
1309,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
1310,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
1311,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
1312,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
1313,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
1314,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
1315,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
1316,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
1317,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
1318,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
1319,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
1320,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
1321,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
1322,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
1323,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
1324,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
1325,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
1326,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
1327,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
1328,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
1329,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
1330,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
1331,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
1332,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
1333,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
1334,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
1335,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
1336,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
1337,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
1338,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
1339,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
1340,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
1341,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
1342,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
1343,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
1344,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
1345,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
1346,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
1347,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
1348,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
1349,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
1350,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
1351,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
1352,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
1353,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
1354,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
1355,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
1356,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
1357,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
1358,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
1359,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
1360,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
1361,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
1362,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
1363,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
1364,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
1365,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
1366,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
1367,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
1368,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
1369,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
1370,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
1371,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
1372,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
1373,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
1374,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
1375,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
1376,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
1377,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
1378,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
1379,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
1380,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
1381,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
1382,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
1383,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
1384,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
1385,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
1386,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
1387,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
1388,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
1389,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
1390,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
1391,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
1392,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
1393,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
1394,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
1395,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
1396,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
1397,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
1398,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
1399,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
1400,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
1401,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
1402,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
1403,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
1404,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
1405,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
1406,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
1407,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
1408,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
1409,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
1410,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
1411,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
1412,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
1413,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
1414,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
1415,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
1416,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
1417,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
1418,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
1419,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
1420,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
1421,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
1422,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
1423,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
1424,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
1425,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
1426,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
1427,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
1428,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
1429,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
1430,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
1431,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
